,日期,未加收益总额,当天收益,增加收益总额
375,20170210.0,2500.0,0.0,2500.0
376,20170211.0,2500.0,0.0,2500.0
377,20170212.0,2500.0,0.0,2500.0
378,20170213.0,2500.0,0.0,2500.0
379,20170214.0,2500.0,0.0,2500.0
380,20170215.0,2500.0,0.0,2500.0
381,20170216.0,2500.0,0.0,2500.0
382,20170217.0,2500.0,0.0,2500.0
383,20170218.0,2500.0,0.0,2500.0
384,20170219.0,2500.0,0.0,2500.0
385,20170220.0,2500.0,0.0,2500.0
386,20170221.0,2500.0,0.0,2500.0
387,20170222.0,2500.0,0.0,2500.0
388,20170223.0,2500.0,0.0,2500.0
389,20170224.0,2500.0,0.0,2500.0
390,20170225.0,2500.0,0.0,2500.0
391,20170226.0,2500.0,0.0,2500.0
392,20170227.0,3500.0,0.0,3500.0
393,20170228.0,3500.0,0.0,3500.0
394,20170301.0,3500.0,0.0,3500.0
395,20170302.0,3500.0,0.0,3500.0
396,20170303.0,3500.0,0.0,3500.0
397,20170304.0,3500.0,0.0,3500.0
398,20170305.0,3500.0,0.0,3500.0
399,20170306.0,3500.0,0.0,3500.0
400,20170307.0,3500.0,0.0,3500.0
401,20170308.0,3500.0,0.0,3500.0
402,20170309.0,3500.0,0.0,3500.0
403,20170310.0,3500.0,0.0,3500.0
404,20170311.0,3500.0,0.0,3500.0
405,20170312.0,3500.0,0.0,3500.0
406,20170313.0,3500.0,0.0,3500.0
407,20170314.0,3500.0,0.0,3500.0
408,20170315.0,3500.0,0.0,3500.0
409,20170316.0,3500.0,0.0,3500.0
410,20170317.0,3500.0,0.0,3500.0
411,20170318.0,3500.0,0.0,3500.0
412,20170319.0,3500.0,0.0,3500.0
413,20170320.0,3500.0,0.0,3500.0
414,20170321.0,3500.0,0.0,3500.0
415,20170322.0,3500.0,0.0,3500.0
416,20170323.0,3500.0,0.0,3500.0
417,20170324.0,3500.0,0.0,3500.0
418,20170325.0,3500.0,0.0,3500.0
419,20170326.0,3500.0,0.0,3500.0
420,20170327.0,3500.0,0.0,3500.0
421,20170328.0,3500.0,0.0,3500.0
422,20170329.0,3500.0,0.0,3500.0
423,20170330.0,3500.0,0.0,3500.0
424,20170331.0,3500.0,0.0,3500.0
425,20170401.0,3500.0,0.0,3500.0
426,20170402.0,3500.0,0.0,3500.0
427,20170403.0,3500.0,0.0,3500.0
428,20170404.0,3500.0,0.0,3500.0
429,20170405.0,3500.0,0.0,3500.0
430,20170406.0,3800.0,0.0,3800.0
431,20170407.0,3800.0,0.0,3800.0
432,20170408.0,3800.0,0.0,3800.0
433,20170409.0,3800.0,0.0,3800.0
434,20170410.0,3800.0,0.0,3800.0
435,20170411.0,3800.0,0.0,3800.0
436,20170412.0,3800.0,0.0,3800.0
437,20170413.0,3800.0,0.0,3800.0
438,20170414.0,3800.0,0.0,3800.0
439,20170415.0,3800.0,0.0,3800.0
440,20170416.0,3800.0,0.0,3800.0
441,20170417.0,3800.0,0.0,3800.0
442,20170418.0,3800.0,0.0,3800.0
443,20170419.0,3800.0,0.0,3800.0
444,20170420.0,3800.0,0.0,3800.0
445,20170421.0,3800.0,0.0,3800.0
446,20170422.0,3800.0,0.0,3800.0
447,20170423.0,3800.0,0.0,3800.0
448,20170424.0,3800.0,0.0,3800.0
449,20170425.0,3800.0,0.0,3800.0
450,20170426.0,3800.0,0.0,3800.0
451,20170427.0,3800.0,0.0,3800.0
452,20170428.0,3800.0,0.0,3800.0
453,20170429.0,3800.0,0.0,3800.0
454,20170430.0,3800.0,0.0,3800.0
455,20170501.0,3800.0,0.0,3800.0
456,20170502.0,3800.0,0.0,3800.0
457,20170503.0,3800.0,0.0,3800.0
458,20170504.0,3800.0,0.0,3800.0
459,20170505.0,3800.0,0.0,3800.0
460,20170506.0,3800.0,0.0,3800.0
461,20170507.0,3800.0,0.0,3800.0
462,20170508.0,3800.0,0.0,3800.0
463,20170509.0,3800.0,0.0,3800.0
464,20170510.0,3800.0,0.0,3800.0
465,20170511.0,3800.0,0.0,3800.0
466,20170512.0,3800.0,0.0,3800.0
467,20170513.0,3800.0,0.0,3800.0
468,20170514.0,3800.0,0.0,3800.0
469,20170515.0,3800.0,0.0,3800.0
470,20170516.0,3800.0,0.0,3800.0
471,20170517.0,3800.0,0.0,3800.0
472,20170518.0,3800.0,0.0,3800.0
473,20170519.0,3800.0,0.0,3800.0
474,20170520.0,3800.0,0.0,3800.0
475,20170521.0,3800.0,0.0,3800.0
476,20170522.0,3800.0,0.0,3800.0
477,20170523.0,3800.0,0.0,3800.0
478,20170524.0,3800.0,0.0,3800.0
479,20170525.0,3800.0,0.0,3800.0
480,20170526.0,4000.0,0.0,4000.0
481,20170527.0,4000.0,0.0,4000.0
482,20170528.0,4000.0,0.0,4000.0
483,20170529.0,4000.0,0.0,4000.0
484,20170530.0,4000.0,0.0,4000.0
485,20170531.0,4000.0,0.0,4000.0
486,20170601.0,4000.0,0.0,4000.0
487,20170602.0,4000.0,0.0,4000.0
488,20170603.0,4000.0,0.0,4000.0
489,20170604.0,4000.0,0.0,4000.0
490,20170605.0,4000.0,0.0,4000.0
491,20170606.0,4000.0,0.0,4000.0
492,20170607.0,4000.0,0.0,4000.0
493,20170608.0,4000.0,0.0,4000.0
494,20170609.0,4000.0,0.0,4000.0
495,20170610.0,4000.0,0.0,4000.0
496,20170611.0,4000.0,0.0,4000.0
497,20170612.0,4000.0,0.0,4000.0
498,20170613.0,4000.0,0.0,4000.0
499,20170614.0,4000.0,0.0,4000.0
500,20170615.0,4000.0,0.0,4000.0
501,20170616.0,4000.0,0.0,4000.0
502,20170617.0,4000.0,0.0,4000.0
503,20170618.0,4000.0,0.0,4000.0
504,20170619.0,4000.0,0.0,4000.0
505,20170620.0,4000.0,0.0,4000.0
506,20170621.0,4000.0,0.0,4000.0
507,20170622.0,4000.0,0.0,4000.0
508,20170623.0,4000.0,0.0,4000.0
509,20170624.0,4000.0,0.0,4000.0
510,20170625.0,4000.0,0.0,4000.0
511,20170626.0,4000.0,0.0,4000.0
512,20170627.0,4000.0,0.0,4000.0
513,20170628.0,4000.0,0.0,4000.0
514,20170629.0,4000.0,0.0,4000.0
515,20170630.0,4000.0,0.0,4000.0
516,20170701.0,4000.0,0.0,4000.0
517,20170702.0,4000.0,0.0,4000.0
518,20170703.0,4000.0,0.0,4000.0
519,20170704.0,4000.0,0.0,4000.0
520,20170705.0,4000.0,0.0,4000.0
521,20170706.0,4000.0,0.0,4000.0
522,20170707.0,4000.0,0.0,4000.0
523,20170708.0,4000.0,0.0,4000.0
524,20170709.0,4000.0,0.0,4000.0
525,20170710.0,4000.0,0.0,4000.0
526,20170711.0,4000.0,0.0,4000.0
527,20170712.0,4000.0,0.0,4000.0
528,20170713.0,4000.0,0.0,4000.0
529,20170714.0,4000.0,0.0,4000.0
530,20170715.0,4000.0,0.0,4000.0
531,20170716.0,4000.0,0.0,4000.0
532,20170717.0,4000.0,0.0,4000.0
533,20170718.0,4000.0,0.0,4000.0
534,20170719.0,4000.0,0.0,4000.0
535,20170720.0,4000.0,0.0,4000.0
536,20170721.0,4000.0,0.0,4000.0
537,20170722.0,3000.0,0.0,3000.0
538,20170723.0,3000.0,0.0,3000.0
539,20170724.0,8000.0,0.0,8000.0
540,20170725.0,8000.0,0.0,8000.0
541,20170726.0,8000.0,0.0,8000.0
542,20170727.0,8000.0,0.0,8000.0
543,20170728.0,8000.0,0.0,8000.0
544,20170729.0,8000.0,0.0,8000.0
545,20170730.0,8000.0,0.0,8000.0
546,20170731.0,8000.0,0.0,8000.0
547,20170801.0,8000.0,0.0,8000.0
548,20170802.0,8000.0,0.0,8000.0
549,20170803.0,8000.0,0.0,8000.0
550,20170804.0,8000.0,0.0,8000.0
551,20170805.0,8000.0,0.0,8000.0
552,20170806.0,8000.0,0.0,8000.0
553,20170807.0,8000.0,0.0,8000.0
554,20170808.0,8000.0,0.0,8000.0
555,20170809.0,5000.0,0.0,5000.0
556,20170810.0,5000.0,0.0,5000.0
557,20170811.0,5000.0,0.0,5000.0
558,20170812.0,5000.0,0.0,5000.0
559,20170813.0,5000.0,0.0,5000.0
560,20170814.0,5000.0,0.0,5000.0
561,20170815.0,5000.0,0.0,5000.0
562,20170816.0,5000.0,0.0,5000.0
563,20170817.0,5000.0,0.0,5000.0
564,20170818.0,5000.0,0.0,5000.0
565,20170819.0,5000.0,0.0,5000.0
566,20170820.0,5000.0,0.0,5000.0
567,20170821.0,5000.0,0.0,5000.0
568,20170822.0,5000.0,0.0,5000.0
569,20170823.0,5000.0,0.0,5000.0
570,20170824.0,5000.0,0.0,5000.0
571,20170825.0,5000.0,0.0,5000.0
572,20170826.0,5000.0,0.0,5000.0
573,20170827.0,5000.0,0.0,5000.0
574,20170828.0,3000.0,0.0,3000.0
575,20170829.0,3000.0,0.0,3000.0
576,20170830.0,3000.0,0.0,3000.0
577,20170831.0,3000.0,0.0,3000.0
578,20170901.0,3000.0,0.0,3000.0
579,20170902.0,3000.0,0.0,3000.0
580,20170903.0,3000.0,0.0,3000.0
581,20170904.0,3000.0,0.0,3000.0
582,20170905.0,3000.0,0.0,3000.0
583,20170906.0,3000.0,0.0,3000.0
584,20170907.0,3000.0,0.0,3000.0
